GeneID,DMSO_24h_r1,DMSO_24h_r2,DMSO_24h_r3,dTAG13_24h_r1,dTAG13_24h_r2,dTAG13_24h_r3
TIMELESS,53.44932944356763,52.65762254156872,52.8744962019888,49.73684016001971,49.75968199728276,51.880998224220654
TIMM10,180.55480691006045,181.72386747959277,189.74144708138456,167.12031855737146,140.30125107967427,149.36024660708463
TIMM10B,31.062679942966795,31.612061642832693,31.715285689246123,28.579494487198897,29.92979612554131,31.139673165887796
TIMM13,165.80485217152074,160.90182644545789,149.53059606507423,145.14301771756033,120.31187996789038,132.1826551435216
TIMM17A,99.51719037967418,96.08506660612754,100.44271392821523,87.20224873971218,81.96511793623799,83.03752683881231
TIMM21,103.20545725334274,101.27305323650202,104.81111862737274,91.52791778233617,84.84833497601588,82.98653790731481
TIMM22,9.982540737027886,9.277357776811398,9.831951624296869,8.12306940179882,7.497283171746922,8.240568939296857
TIMM23,94.10142834668257,95.72913513869327,95.92874000118971,82.38129769666413,72.91249391241261,74.27406674434229
TIMM23B,11.06770812406682,11.099957946198149,9.905045231035903,9.319292188925543,11.93530113562082,8.323765839109415
TIMM44,84.39746140897182,89.28900045202046,86.131627750074,66.43075043962621,68.15286978007535,72.13714961998808
TIMM50,200.84183663724357,205.47352910783968,200.5707142588652,167.01358003879182,158.03340831072163,163.11172773570354
TIMM8A,16.362187460921568,16.20977366618537,15.891518358706659,13.01048720343822,15.059059101960482,13.11781152270767
TIMM8B,100.13655599867695,94.76553702982282,104.37710462499534,112.1922583151133,92.71913714531824,99.01636882652771
TIMM9,70.2562948464106,73.37393500156266,70.41564522032785,78.05489216583855,70.00298179413765,60.44436711394473
TIMMDC1,143.3657187689596,149.10868157204558,139.4666724481363,153.90288925097033,139.8588498817807,132.24730098588827
TIMP1,380.5573866592846,353.0772923165749,366.2640704508096,487.42543239341063,436.2091167310084,451.9270152363716
TIMP2,5.462028459762086,5.359789418015389,5.052366568231111,12.341537022502937,12.700900923143974,12.577484878067935
TIMP3,0.549511977392105,0.45873844045849,0.43868925765925904,0.4903699616773219,0.43440256910587177,0.3408192008497913
TINAGL1,0.2707063894061958,0.3075277147069114,0.22710908829320095,0.4309648480744305,0.29475940307940407,0.7292519273989123
TINCR,0.3404383967681728,0.5174874466793046,0.2502443682084066,0.37203415495310704,0.29118423575767,0.293956560732945
TIPARP,11.295859845633139,12.297238527554697,12.818806590677257,16.380013651645978,16.692637801821483,15.643234977551568
TIPIN,47.83890288795816,47.30707999871467,48.03571421252471,37.413270464497835,37.61891263705353,32.62012240360661
TIPRL,42.8753905182417,43.203246551657465,45.98358934343615,42.547179049914405,39.15083980706929,36.863205305891256
TIRAP,0.6535341219930311,1.0309538682413362,1.1574740488464539,1.5877338302157973,0.901523055185848,1.2552871476340197
TJAP1,28.874599556329176,25.982733235584522,27.261494688352734,29.494900845921624,31.037553876097334,22.79874376166708
TJP2,4.349732667762257,3.7317745372180684,3.2954058902102874,3.0698998632481365,3.6032487249560576,4.396885722173357
TJP3,0.1862276254127162,0.15163763565900762,0.1598683312161688,0.44002078386287446,0.6413735740395455,0.14457906074374088
TK1,81.89656821035024,86.89065494663312,83.2977664541879,83.67181189381147,75.58517649155704,79.92284869534107
TK2,21.840865065553547,17.763148655161373,22.222465332574423,11.414183496672537,8.70274389572413,11.317533448384449
TKFC,61.93226765370432,72.26868906101642,61.45943510107532,68.77774098283652,64.09174879201964,81.71502870884792
TKT,519.3969604351367,502.1505361189159,504.96475182636544,514.8785042625609,499.9448868551772,522.9362842434188
TKTL1,0.4468253957582269,0.6986337740819166,0.39038121440511436,0.5463025115966688,0.3821793094319419,0.3429493208551025
TLCD1,9.595753065542798,9.800892241051265,6.105507594524744,8.331869920188502,7.13822063401562,5.369606980323097
TLCD2,0.648824736013144,0.49299726169081337,0.5198047234325166,0.5261465041589216,0.802210243759699,0.5850956464428906
TLDC1,3.376072366801377,3.7471518666723624,4.457469075142997,3.4873186380334675,3.465602341543154,3.890654417613087
TLE1,1.2091298551439817,1.8091465175265524,1.5634099466094362,1.7267223857339193,1.7432933226840395,1.8214572577888917
TLE3,43.468941612932355,40.59238005561597,41.957686205084066,40.70288461230315,48.842050329716415,41.121666515815505
TLE4,2.7696913677306476,2.9493794398860023,4.315174525811909,1.9076079866093656,3.7811678356573704,3.9156669964860122
TLK1,9.394290324632099,13.544588271609172,13.153181983401538,11.664224701914275,12.431533988193593,10.286847259507411
TLK2,18.46787565528643,16.219754921160344,17.43269060288598,17.102754147030677,20.24875310887873,18.938214368764744
TLL2,0.5568799403474738,0.24370141231856993,0.662132158532083,0.6749182212290875,0.6627340092193256,0.7576290762884337
TLN1,148.952907126073,134.75610466552408,134.2842080838707,169.9485249985613,138.39709142728103,132.94550439558859
TLN2,3.496282146336054,1.3693270709455885,1.1085576090492137,2.738933222038752,3.4068142129695627,2.6273226301336154
TLR1,7.21410187587827,8.382756404678673,8.168829966821697,15.039785477435588,19.64361897000583,16.52493382894696
TLR10,0.26859263121644805,0.1884690891936597,0.16847620841459485,0.46372549252493456,0.40455232766576243,0.6281160246650681
TLR2,5.387696189664007,4.056786619814083,4.1984644343707815,5.438713030460049,6.395069274990791,5.729250578376331
TLR3,0,0,0,0,0.034498355197608424,0.13975562467891528
TLR4,4.7469872075360025,4.996105488443892,5.01179271439205,8.480187998920234,9.663169545003695,9.672284496054957
TLR5,0.9670653391960478,0.4425294458409262,0.920358206102702,0.3600740242248849,0.16733256250803943,0.5835692771889838
TLR6,1.0971187388104835,1.0821043058277855,1.0812641601490725,2.5633903381302616,3.147113150058249,3.034263215798842
TLR7,0.15229479089592415,0.14234838152140025,0.1289624585029244,0.18920363465214599,0.15631318694207763,0.1558532575314583
TLR9,0.45503592043850377,0.4132638851906028,0.4610691980282396,0.6012841539280798,0.6087517627025224,0
TM2D1,40.09483854274283,40.90764613667362,38.50444798597589,43.23674331083305,37.2184102951407,39.328571780547115
TM2D2,40.81157514196159,44.62107238807653,47.88692765652142,47.56345221331504,40.11377554003873,47.932175531766205
TM2D3,24.119155365761678,23.75090639099153,24.43391724835578,23.877810238414227,22.671914266592427,23.55709115730639
TM4SF19,0.29888996067611123,0.6416138998304557,0.46017910305135107,0.35007196799641577,0.7669409114951805,0.5283273321281309
