GeneID,baseMean,log2FoldChange,lfcSE,pvalue,padj
MARC1,14.61610339796835,0.030328442587963807,0.17736271839683174,0.5875523117796804,NA
MARCH1,6.949013791752496,0.03181473227408601,0.18496727404697316,0.2899530111630091,NA
MARCH2,376.85007657790163,0.2936349761744974,0.16313368284744148,0.014223603516134409,0.060654610455104216
MARCH3,107.3094200486713,-0.28670908575979714,0.2723578896612145,0.03449986310679147,0.11836106881253072
MARCH5,1272.6212161864883,0.11869971782384621,0.14748581405690342,0.2370515643818402,0.45590123460171245
MARCH6,4234.480110001101,0.07851294412452833,0.09122985075415566,0.3325221334585707,0.5601553068969788
MARCH7,8778.382386693145,-0.49283816800072777,0.05590424416815675,1.4903922480438937e-19,1.7075246232634994e-17
MARCH8,743.83875822890775,0.29684474072349787,0.12789983340884137,0.00471374276400532,0.02608117839472682
MARCH9,202.46545987696126,0.3180851986054413,0.14975697578691494,0.006285062370145174,0.032312827862648386
MARCKS,62.092780331289084,1.1591495237403422,0.29483701723733474,4.500724937888589e-6,7.016860552353646e-5
MARCKSL1,2378.9585023892246,-0.33433611183761897,0.0875388920200997,2.6626015740734043e-5,3.315111511169359e-4
MARCO,8.093447830445822,-0.01300876719194401,0.17756175074407377,0.7804376503116097,NA
MARK2,1367.6145842771232,-0.1113211600664898,0.10849373896311092,0.20659592658294534,0.4149914863550955
MARK3,1376.6534057441104,-0.005142486480655273,0.11647558563088836,0.9494217002802914,0.9762353390778328
MARK4,630.6103490333805,0.1350411702116429,0.11695176846420627,0.14668215016427122,0.3322028819824844
MARS,5113.219586678739,-0.3248237682944762,0.14822395509481406,0.005105173258346027,0.027694788727291565
MARS2,980.0215801062188,-0.3542109085712704,0.06685009440280618,2.349200544414223e-8,6.048828123431922e-7
MARVELD1,1323.8754845436345,0.09090069092194683,0.055299643493445703,0.07705323738096394,0.21392637359125782
MARVELD2,43.579424430513306,-0.0180282193953997,0.16185622397699867,0.8132135998730475,0.9089491386605094
MARVELD3,11.871562538237649,0.019514444214723634,0.173980769624047,0.7456606745499113,NA
MAS1,23.738802838466952,-0.03173058291747886,0.16769628396316533,0.6654420935799015,0.8255580977306505
MASP2,7.57889712983526,7.940912686307846e-4,0.17770857674489754,0.9877810922415607,NA
MAST1,29.84532643645759,-6.852400007380268e-4,0.1602113423304981,0.990802733722771,0.9955060373907766
MAST2,584.126214854571,-0.02767260386577274,0.15489854231751016,0.738609114861158,0.8683628908290474
MAST3,135.54042320526892,0.02022316703699951,0.18496893821965504,0.08409451821999178,0.22809712117293784
MAST4,26.840971448688286,0.18195926333398418,0.2860182437634024,0.04794904062015281,0.15128540153220524
MASTL,1288.0362194044378,-0.17473170860341977,0.05846618869904731,0.0014932605789253278,0.010212397650394027
MAT2A,16631.64336766186,-0.09804867848829973,0.05556445123649258,0.06466532069931005,0.18750499307142204
MAT2B,2189.8294439948454,-0.0030309801868446677,0.07938906460084913,0.9661331041942676,0.9844766779365722
MATK,3715.5129535756478,-0.44559292182047455,0.05372547935466822,1.3154510747433191e-17,1.2351393249168847e-15
